RBLBANK.NS,FEDERALBNK.NS,UNIONBANK.NS,INDIANB.NS,TVSMOTOR.NS,TATAMOTORS.NS,ESCORTS.NS,M&M.NS,TORNTPOWER.NS,PTC.NS,TRIL.NS,POWERGRID.NS,VINYLINDIA.NS,DEEPAKNTR.NS,PIDILITIND.NS,GEECEE.NS,WELENT.NS,VASCONEQ.NS,NITCO.NS,SOBHA.NS,UMANGDAIRY.NS,PARAGMILK.NS,JUBLFOOD.NS,TASTYBITE.NS,VIPIND.NS,SUPREMEIND.NS,TEXMOPIPES.NS,TAINWALCHM.NS,MIRCELECTR.NS,PGEL.NS,SALZERELEC.NS,BEL.NS
322.9066772461,88.4831237793,48.4500007629,86.8821105957,440.6372070313,169.5,884.7061157227,525.4069824219,305.2751159668,45.8542098999,7.9499998093,128.9336853027,58.0698738098,423.2783508301,1565.3094482422,79.8000030518,77.8176269531,14.8999996185,25.8500003815,360.8980712891,41.3007965088,104.9792633057,1825.6214599609,11597.6484375,464.8728027344,1354.0205078125,14.75,55.8499984741,8.0500001907,64.3499984741,109.1558151245,82.3352279663
313.7869567871,86.4496002197,47.75,83.7281341553,435.089630127,169.1000061035,879.2299194336,514.9697265625,301.384765625,45.0688896179,9.1999998093,124.5693588257,57.3235969543,455.2024230957,1570.6163330078,77.6999969482,74.9514160156,15.75,25.6499996185,365.5943908691,41.3007965088,102.1930847168,1803.2376708984,11482.6796875,464.3266906738,1367.5955810547,14.3500003815,55.5,8.4499998093,64.4000015259,108.1666412354,80.2575302124
303.923828125,83.7712936401,46.75,80.7712860107,426.4214782715,169.1000061035,881.8187255859,514.7235717773,308.5561218262,44.4580802917,9.5,124.231048584,56.9970970154,449.7084960938,1565.7062988281,79.5500030518,70.8431854248,15.1499996185,24.25,362.6711730957,41.3007965088,101.6458053589,1823.5821533203,11380.80859375,455.8871154785,1363.6058349609,14.5500001907,54.6500015259,8.8500003815,61.5499992371,105.3969421387,78.2764587402
299.4135131836,81.1921920776,43.25,79.095741272,434.297088623,161.6000061035,884.8057250977,515.1666870117,300.8312988281,44.5017089844,8.8999996185,125.1783370972,56.9970970154,477.821472168,1567.14453125,80.5,70.0310897827,14.6499996185,23.0499992371,349.4927062988,41.3499069214,100.7004852295,1822.9354248047,11239.197265625,447.6957397461,1356.5993652344,14.1000003815,53.2000007629,8.8999996185,64.75,104.8528900146,80.0159378052
303.8742370605,83.7712936401,44.2000007629,81.9540252686,436.5755615234,158.0500030518,905.9139404297,518.317565918,307.9731445313,44.8507423401,8.75,126.869934082,57.0437431335,478.6133728027,1580.9327392578,78.5,69.9355392456,15.6999998093,23.8500003815,337.7039794922,43.2651634216,108.1634674072,1887.7985839844,11177.4150390625,454.9438781738,1362.2922363281,14.1000003815,52,9.1999998093,65.9000015259,106.0399017334,81.8520431519
306.1046142578,86.7967834473,44.2000007629,82.2004318237,442.2717590332,158.5,874.5004272461,516.7913208008,305.1552734375,45.6360664368,8.4499998093,128.0540466309,56.3907470703,479.0093078613,1562.6312255859,77.5500030518,69.3623046875,15.25,23.4500007629,324.046295166,48.8145027161,103.4369125366,1873.4233398438,12295.15625,447.1000061035,1353.7283935547,14.0500001907,51.0499992371,9.1999998093,67.0500030518,105.7926101685,83.6398468018
298.8187866211,85.9536209106,42.2000007629,79.1942977905,434.4952392578,150.6499938965,833.2297363281,505.3202209473,301.462890625,45.3742904663,8.25,125.9226303101,56.9504547119,463.0225524902,1542.9903564453,76.5,68.1680526733,14.8000001907,24.7000007629,309.5739746094,44.8857688904,98.6108551025,1854.7203369141,12601.5712890625,446,1352.5606689453,13.8000001907,50.75,9,71.9000015259,104.1604690552,79.1945114136
306.6002502441,85.7056274414,42.1500015259,78.8986206055,432.3157958984,149.8999938965,826.6583251953,501.1354675293,300.4912414551,46.0287284851,8.3500003815,125.9564819336,56.9504547119,501.2324523926,1543.6351318359,74.25,67.3081893921,14.75,23.9500007629,309.6218566895,41.4972343445,94.7301025391,1831.1428222656,12794.3173828125,444.200012207,1362.0974121094,13.4499998093,51.5499992371,9.25,78.0500030518,103.6164169312,79.7260131836
311.7548522949,84.3664779663,41.2999992371,77.0259475708,431.2261047363,144.5500030518,824.268737793,495.2768249512,295.2441711426,45.5051803589,8.3000001907,125.7534713745,57.6034507751,496.3819580078,1523.349609375,72.3000030518,67.9291992188,14.4499998093,22.4500007629,302.5294799805,40.6623840332,94.3320846558,1836.6641845703,12703.54296875,441,1352.07421875,13.3999996185,52.7999992371,9,78.25,99.610244751,77.5999984741
306.897644043,88.1359329224,40.4000015259,74.5619049072,435.4858398438,145.25,814.1128540039,485.922668457,299.2280578613,45.5924377441,8.1999998093,126.1594848633,57.3702392578,489.3042297363,1540.5600585938,73.6500015259,67.1648788452,14.1999998093,21.8999996185,296.2038269043,39.139995575,90.2523117065,1843.3295898438,12428.869140625,434.450012207,1342.1967773438,13.6499996185,53,8.8500003815,74.3499984741,100.4510498047,74.8458175659
288.3608398438,85.2096481323,37.1500015259,72.984916687,431.6223449707,128.9499969482,776.7252197266,450.0323181152,294.3696594238,43.4546089172,7.8499999046,122.8101043701,54.7116241455,457.2316894531,1500.9312744141,70,62.961101532,13.5,20.1499996185,284.6546936035,36.1443367004,80.2021713257,1747.7756347656,11904.5634765625,409.8500061035,1283.7600097656,13.3000001907,49.5,8.4499998093,70.6500015259,98.8189086914,71.4635009766
280.7280883789,82.1345596313,36.3499984741,69.9295043945,415.4253845215,125.4000015259,840.6475219727,451.2631225586,300.5397949219,41.4912986755,7.8000001907,124.1633758545,54.5716896057,499.9950866699,1520.4233398438,70.0999984741,58.5662460327,13.3999996185,20.7000007629,287.3862609863,35.5059204102,76.769203186,1659.3846435547,11824.38671875,394.799987793,1283.6142578125,13.0500001907,49.2000007629,8.0500001907,67.1500015259,95.9008255005,70.4971313477
289.5503845215,83.820892334,36.2999992371,68.8453216553,418.1991882324,130.3500061035,849.3099365234,459.0910949707,309.5764160156,41.3604125977,7.8499999046,129.7118377686,54.5716896057,527.563659668,1526.2263183594,68.9000015259,59.0917167664,12.8000001907,19.8999996185,306.0277404785,35.6041374207,79.3563613892,1687.6876220703,11980.8427734375,389.25,1266.7789306641,12.8500003815,50.25,7.6500000954,63.7999992371,95.6535339355,71.9950180054
293.2676696777,82.779335022,36.4000015259,70.0280685425,406.0142822266,126.1999969482,827.3552856445,467.362121582,305.9326171875,41.0550079346,7.5,133.3318481445,53.1257743835,516.5262451172,1569.1284179688,70,58.1363105774,12.3000001907,20.5,303.2482910156,32.6084785461,73.5352401733,1646.6506347656,11470.333984375,379.6499938965,1202.6005859375,12.1999998093,50.0499992371,7.8000001907,60.6500015259,93.3289642334,72.3332443237
298.7691955566,82.5313415527,39.5,70.9151153564,410.0759277344,125.75,828.6496582031,471.9407043457,307.29296875,40.4441986084,7.8499999046,132.5875396729,54.5250511169,514.5959472656,1616.5936279297,68.6500015259,62.5789413452,12.4499998093,19.8500003815,302.8170166016,37.0774116516,73.2367172241,1702.1126708984,11501.875,400.3500061035,1207.8070068359,12.1999998093,49.2000007629,8.0500001907,58.3499984741,94.7138137817,70.6420822144
256.6401672363,79.4066619873,36.7000007629,68.8453216553,410.2245483398,114.1999969482,809.5824584961,463.768157959,305.8354492188,39.2225837708,7.1500000954,128.9674987793,53.7787742615,513.7545776367,1640.4998779297,66.25,58.8528633118,12.25,18.2999992371,284.3671875,36.3898849487,77.2169723511,1683.4097900391,12150.24609375,385.299987793,1211.6820068359,11.4499998093,48.0499992371,7.6500000954,55.4500007629,88.4819869995,69.0958862305
206.3827056885,72.2645187378,33.8499984741,64.4593353271,395.9592895508,105.6999969482,771.746887207,456.0879516602,300.4426574707,36.8229827881,6.75,122.4379653931,52.6593513489,485.6416320801,1626.2651367188,63.75,59.8560409546,10.3999996185,16.8500003815,251.2532806396,34.6710624695,71.0475845337,1647.9176025391,11514.521484375,365.700012207,1179.9945068359,10.5,45.9500007629,7.3000001907,52.7000007629,85.8606719971,67.3564071655
224.5725402832,70.7765808105,32.9000015259,61.8967285156,400.020904541,98.9000015259,745.0628662109,444.666015625,298.6450500488,36.8229827881,7.0999999046,122.74243927,52.2395706177,470.3972473145,1686.0802001953,64.5500030518,70.6998672485,10.5500001907,17.1000003815,225.9985809326,35.407699585,73.2367172241,1640.6295166016,11521.8193359375,363.049987793,1172.1950683594,10,41.9000015259,6.9499998093,50.2000007629,85.2671585083,66.5349884033
205.3418731689,62.592880249,29.0499992371,53.5189857483,384.5668945313,88,677.9046020508,416.8497924805,281.689239502,33.8998298645,6.0999999046,112.3898468018,47.4353904724,435.0580749512,1579.3455810547,57,56.5598983765,9.1499996185,16.25,231.3657989502,33.8362083435,62.9378051758,1471.7043457031,10430.4208984375,330.200012207,1109.3596191406,9.1499996185,38.0999984741,6.6500000954,47.7000007629,77.0569839478,63.4425849915
204.7966918945,67.9494857788,31,55.342376709,399.3274536133,89.75,697.4198608398,422.2653503418,281.3491516113,33.0272483826,6.4499998093,113.6078033447,44.7767753601,463.9629516602,1518.2202148438,57.75,57.4197616577,10.25,15.5500001907,209.9448242188,34.4746246338,64.62940979,1519.5266113281,10758.330078125,312.8500061035,1094.2025146484,9.4499998093,40.4500007629,6.3499999046,45.3499984741,75.4248428345,67.5496902466
161.4285583496,62.592880249,29.6499996185,52.139125824,377.0875549316,82.9499969482,630.9586181641,385.7841796875,269.3975219727,31.8492603302,6.9499998093,110.8086547852,43.4707832336,429.0307922363,1475.1783447266,54.9000015259,49.3465995789,8.5,14.8000001907,200.743850708,34.3764076233,60.5496520996,1403.8648681641,10020.833984375,304.1000061035,1042.8941650391,9.4499998093,41.0499992371,6.0500001907,43.0999984741,68.9457168579,63.6841812134
163.1137237549,57.8314590454,29.7000007629,50.8578186035,382.9538879395,77.9499969482,646.0928955078,367.6667175293,273.381439209,31.1511974335,6.6500000954,113.6498947144,42.3980064392,410.6901550293,1553.2414550781,52.4500007629,48.6300506592,8.8999996185,14.1999998093,189.578125,34.3764076233,60.0023651123,1326.5406494141,10066.421875,296.549987793,1017.7794799805,9.5,43.1500015259,5.75,40.9500007629,67.7587127686,67.3564071655
165.492767334,53.8140068054,29.5499992371,48.2459373474,361.2782287598,75.5,573.9562988281,341.0812683105,270.3692321777,30.1913547516,6.3499999046,101.1273574829,42.1181526184,362.9145812988,1490.8209228516,50.5,45.3816757202,8.1499996185,13.5,179.5624847412,34.2290802002,56.0718612671,1247.2697753906,9641.7890625,262.3500061035,969.0708618164,8.8999996185,40.7999992371,5.5,38.9500007629,66.2749404907,72.2849273682
175.3063659668,51.9788780212,28.8500003815,48.7387466431,361.1290893555,72.9499969482,571.1185302734,309.3757019043,266.7254333496,29.8423233032,6,103.2319869995,38.75989151,341.3755493164,1440.4061279297,49.5,40.8912734985,8.1999998093,12.8500003815,170.7928009033,34.2781906128,54.5792655945,1225.7048339844,8964.17578125,226.5,921.5394897461,8.75,37.9000015259,5.25,37.0499992371,63.505241394,62.379573822
170.3500061035,52.4748573303,29.1499996185,51.6463165283,377.6343994141,77.3000030518,672.229309082,317.6467285156,278.6284790039,31.5874881744,6,110.317565918,41.5584411621,377.7070007324,1496.0517578125,49.5,41.0345878601,8.3000001907,12.4499998093,172.9013671875,35.1130485535,58.2112503052,1468.7592773438,9203.509765625,231.6499938965,926.1994628906,8.5,38.9500007629,5,35.2000007629,66.8684463501,68.9026107788
141.1000061035,39.7777252197,25.7999992371,44.7469978333,329.4606628418,66.1999969482,548.3674926758,288.8950805664,242.4334869385,28.7079658508,5.4000000954,107.3360137939,37.827041626,323.8345336914,1266.5451660156,44.9500007629,36.9741249084,7.5,11.8500003815,144.052520752,30.5950031281,52.3901290894,1282.4625244141,8283.1640625,208.5,827.6049804688,7.0999999046,39.7999992371,4.75,33.4500007629,55.9380302429,57.4510536194
154.8999938965,37.4962120056,27.3999996185,42.5786399841,337.4647521973,68.5500030518,631.0083618164,264.869720459,262.9844665527,28.6207065582,5.1500000954,103.3372192383,37.1740455627,335.9783325195,1270.4309082031,46.0499992371,33.2958145142,7.3499999046,11.3000001907,136.2412872314,29.5146007538,51.6935844421,1296.8889160156,7902.5190429688,202.0500030518,844.6750488281,7.8000001907,38,4.5500001907,31.7999992371,58.6088104248,56.4846763611
161.3000030518,37.9921913147,26.8500003815,42.9728851318,330.6041259766,70.25,644.1015014648,273.5838317871,268.9602966309,29.4496593475,5.0500001907,105.4067687988,37.1274032593,361.8151245117,1266.4455566406,46.5499992371,33.7735214233,6.6999998093,10.8500003815,135.0432434082,29.0726203918,55.1763076782,1344.9107666016,8357.9423828125,216.3999938965,836.8267211914,7.4499998093,40.7999992371,4.3499999046,30.25,58.46043396,60.5917778015
165.1000061035,41.4640655518,28.2000007629,44.6977157593,320.5119934082,70.8000030518,660.3309936523,281.1163635254,278.6770324707,30.933052063,5.3000001907,111.089263916,37.034122467,388.0017700195,1263.2573242188,44.75,35.445476532,7.0500001907,11.3500003815,127.7591629028,31.7245140076,64.8284301758,1340.8175048828,9004.564453125,230.75,883.5733642578,7.5500001907,38.0499992371,4.1500000954,28.75,60.9828414917,65.0854263306
160.25,44.0927696228,29.0499992371,44.599155426,302.2169189453,70.6999969482,651.9673461914,289.9781799316,264.1505126953,31.3257141113,5.3000001907,112.2468109131,37.4072647095,375.8079833984,1294.3928222656,46.9500007629,37.0696601868,6.8499999046,11.1999998093,125.2193069458,33.0013504028,61.1466903687,1411.8518066406,8935.5830078125,233.8000030518,863.658203125,7.5500001907,38,4.3499999046,27.3500003815,60.142036438,70.6904067993
150.1000061035,40.3729057312,28.3500003815,41.9379882813,291.1304626465,68.1500015259,598.9974365234,270.1867980957,266.2881469727,32.111038208,5.25,109.195098877,38.060256958,364.7636413574,1278.5012207031,45,38.6460800171,6.6999998093,11.75,128.4300689697,32.3138237,62.639289856,1394.9792480469,8155.548828125,227.1499938965,857.4776611328,7.6999998093,38.25,4.1500000954,26,58.8066482544,70.1588973999
135.5,40.7200927734,28.7000007629,42.4800758362,295.8533935547,71.0500030518,659.733581543,280.574798584,271.1465454102,33.8125724792,5.4499998093,111.6154251099,38.8531837463,384.8533325195,1351.4332275391,44.1500015259,37.9772949219,7.3499999046,12.3000001907,128.2863006592,33.1977882385,63.5348434448,1469.0587158203,8971.07421875,240.1499938965,851.248046875,8.25,39.5999984741,3.9500000477,27,59.2517776489,71.946685791
131.3000030518,40.968082428,28.75,43.317855835,277.5583190918,67.9499969482,596.2095947266,268.6606140137,272.992767334,34.3361206055,5.6500000954,108.458480835,39.1330337524,380.2557067871,1292.5496826172,45.0999984741,38.6460800171,8.0500001907,12.8999996185,140.2187957764,33.0504646301,64.62940979,1380.8522949219,8854.1552734375,233.5,823.5827636719,8.6499996185,36.9000015259,3.7999999523,28.3500003815,60.6366271973,66.7282714844
110.9499969482,39.579334259,28.6000003815,44.1556282043,251.5077056885,65.3000030518,589.8372802734,276.3900756836,271.049407959,34.1179771423,5.9000000954,109.580947876,38.993106842,379.6560058594,1211.4477539063,47.75,40.5568847656,8.1999998093,13.5,154.0202331543,34.7692832947,64.5299072266,1295.6909179688,8802.169921875,225.1499938965,783.8506469727,8.8999996185,38.3499984741,3.9500000477,28.8999996185,62.4666061401,67.5979995728
116.1999969482,42.3568305969,29,45.0426826477,262.8924255371,67.25,660.8786010742,316.0712890625,283.5840454102,34.6415252686,6.3499999046,110.8437271118,41.8382987976,432.1791687012,1291.5533447266,53.4500007629,42.5632362366,8.6999998093,14.1499996185,168.4446716309,37.0774116516,70.6993103027,1407.9581298828,9077.9443359375,238.5500030518,801.9508056641,9.3500003815,40.25,4.0999999046,30.2999992371,63.2579498291,66.6799468994
121.0999984741,40.521697998,29,45.0919647217,284.2698059082,67.5999984741,639.5711669922,321.3883972168,283.5840454102,34.9905586243,6.3000001907,111.089263916,44.3103485107,435.1276855469,1298.5773925781,49.9000015259,44.6651191711,8.5500001907,14.8500003815,160.0583648682,35.7514648438,72.2416534424,1404.5137939453,9252.99609375,250.3000030518,842.4677734375,10,40.0499992371,4.3000001907,31.7999992371,64.0492935181,64.1673660278
120.8499984741,40.6208953857,28.7999992371,46.8167915344,304.0563659668,74.5999984741,681.3397216797,375.5438842773,285.9160461426,37.3465309143,6.5,115.3686752319,47.6686019897,469.7100219727,1343.7613525391,55.9000015259,46.8625488281,8.6000003815,15.5500001907,168.0612945557,36.4881019592,78.6100692749,1420.2880859375,9288.486328125,252.1999969482,876.6569824219,10.3500003815,42.2000007629,4.5,33.3499984741,67.7092437744,67.7912750244
117.5999984741,40.3233070374,28.3500003815,45.2398071289,288.1475830078,74.25,686.8159179688,357.278717041,282.7580871582,36.3430633545,6.5999999046,112.211730957,45.4764099121,457.8160705566,1372.705078125,53.25,45.2383613586,8.1999998093,16.2999992371,176.4475860596,35.4568061829,89.7547836304,1379.1550292969,9334.9736328125,239.5,883.2789306641,10.1999998093,40.5499992371,4.6999998093,35,66.0276489258,68.1295013428
120.5,41.0672798157,28.9500007629,45.1905250549,274.7245483398,72.9000015259,711.608215332,347.7276306152,289.1711730957,36.6484680176,7.0500001907,111.9311065674,48.1816711426,446.6217956543,1469.5988769531,53.3499984741,47.005859375,7.8000001907,17.1000003815,185.2651672363,35.0639381409,96.1231918335,1419.1398925781,9372.5634765625,236.4499969482,989.3293457031,10.25,41.4500007629,4.9000000954,36.5999984741,68.1049194336,67.259765625
124.0500030518,41.8608512878,29.2999992371,45.2398071289,274.6251220703,74.6500015259,711.2099609375,351.2231445313,290.045715332,36.517578125,7.1500000954,114.6320571899,49.4876594543,466.0119018555,1470.3959960938,54.5,49.2510604858,8.0500001907,17.9500007629,194.5140380859,35.7514648438,102.7403717041,1496.8135986328,9868.2265625,241.3000030518,946.016418457,10.5500001907,43.75,4.6999998093,38.4000015259,72.9024353027,68.6126937866
128,45.6303100586,29.1000003815,45.6833305359,299.2340087891,76.8499984741,742.9719848633,357.6233520508,292.6206359863,37.0847549438,6.9000000954,117.6837615967,48.8346672058,469.3601989746,1465.6135253906,53.9500007629,50.7319335938,8.4499998093,18.7999992371,204.194229126,36.0952301025,99.9541931152,1545.4343261719,9833.4365234375,240.9499969482,965.0485839844,10.5500001907,44.7000007629,4.8499999046,40.2999992371,72.3583908081,68.9026107788
119.5999984741,45.6799087524,29.5,53.0754585266,305.7963562012,80.4499969482,742.8723144531,350.3861999512,288.1023254395,36.7357254028,7.3000001907,116.1052856445,49.2078056335,460.6646118164,1460.482421875,52.9000015259,52.8815917969,8.8500003815,19.7000007629,214.4015350342,36.4881019592,95.1281280518,1516.4814453125,9773.2529296875,236.1499938965,968.3841552734,10.75,44.4500007629,5.0500001907,42.2999992371,71.5175933838,72.8164367676
109.1500015259,43.0016059875,28.1499996185,49.9707679749,309.2764282227,74.6500015259,721.9631958008,326.9516296387,283.2925109863,35.33959198,7.0500001907,114.1059036255,47.2021751404,449.2704467773,1470.2962646484,53.7000007629,51.9739608765,8.4499998093,18.75,225.0880737305,37.1756286621,87.1178665161,1502.6041259766,9557.0126953125,224.5500030518,962.9393310547,10.25,41.8499984741,5.1999998093,41,68.2038345337,73.3479385376
105.1500015259,43.695980072,28.4500007629,48.2459373474,300.8248901367,75.9000015259,746.5065307617,334.9765014648,288.5881958008,35.5577392578,6.9499998093,113.7902069092,47.4353904724,457.1164550781,1532.6173095703,55.25,50.6841659546,8.4499998093,17.8500003815,213.8743896484,41.7427825928,90.3020706177,1509.2432861328,9894.6181640625,224.3000030518,1018.8095703125,9.8999996185,42.25,5.3000001907,39.5,66.5717010498,74.0243988037
106.4000015259,44.6383476257,28.3999996185,49.3793945313,297.1459960938,75.6500015259,748.9459838867,342.1643981934,295.0012512207,35.6013679504,6.8499999046,110.8437271118,48.7880249023,482.1536254883,1533.5638427734,55.2000007629,50.0153808594,8.3500003815,17.2000007629,204.7692871094,42.4794197083,99.2576446533,1494.5172119141,10428.9208984375,220.6999969482,1050.4971923828,10.3500003815,41.9500007629,5.5,37.5499992371,67.9070892334,73.4445800781
107.1500015259,42.753616333,27.6499996185,47.7531280518,295.3065490723,74.1999969482,713.8982543945,329.1670837402,295.1955566406,34.6851539612,6.75,111.6504974365,47.528678894,461.0144348145,1499.6882324219,52.3499984741,48.9644393921,7.9499998093,17.2999992371,194.5619659424,38.8453407288,95.5261535645,1476.296875,10145.048828125,213.3000030518,1019.0548095703,10.3000001907,38.9500007629,5.25,36.4000015259,69.3413925171,72.0433349609
116.6999969482,44.142364502,27.4500007629,48.0488128662,297.5933837891,75.25,706.032409668,325.2284851074,297.3332824707,34.0307197571,6.8000001907,111.9661865234,48.1350250244,480.1047058105,1534.8591308594,53,48.6778182983,7.8499999046,17,204.2900543213,39.3364334106,91.1478729248,1482.3870849609,10627.666015625,219.6999969482,1122.9470214844,10.6000003815,38.4500007629,5,35.2999992371,71.0230026245,71.1735992432
126.25,46.3742828369,26.7999992371,50.660697937,294.610534668,76.9499969482,706.0822143555,330.7917480469,302.8718261719,33.8562011719,6.6999998093,110.2824935913,57.7433815002,485.3520202637,1548.7579345703,50.5499992371,49.9676094055,8.1999998093,16.8999996185,203.3795471191,38.1578102112,89.555770874,1519.0773925781,10935.8818359375,236.75,1081.6452636719,10.25,39.9500007629,4.9499998093,35.7000007629,67.4619522095,70.7870407104
125.8499984741,46.1262931824,27.0499992371,50.8578186035,306.1443786621,78.1500015259,711.9069213867,342.6567077637,313.4145202637,34.8596725464,6.6999998093,110.8787994385,61.9412002563,506.8410339355,1512.2421875,50.5999984741,49.7287597656,8.3500003815,16.4500007629,199.3062133789,37.3720664978,91.9439315796,1551.025390625,10796.970703125,233.75,1069.6274414063,10.3999996185,40.8499984741,5.0500001907,37.2000007629,69.786529541,70.6904067993
132.1499938965,48.4078063965,27.25,51.1535072327,326.4777832031,93.25,710.2639770508,361.0203857422,320.9450073242,34.8596725464,6.9499998093,113.684967041,58.9560813904,505.8915100098,1521.4084472656,51.25,49.7287597656,8.1000003815,16.8999996185,192.2617340088,37.1756286621,90.501083374,1605.8859863281,10444.916015625,230.4499969482,1073.796875,10.3000001907,40.3499984741,5,39.0499992371,68.7478866577,69.6757125854
121.0500030518,43.695980072,26.1000003815,46.3732643127,308.6798706055,83.9000015259,679.8959350586,351.5677490234,321.3822937012,33.8998298645,6.6999998093,111.5803451538,54.3384819031,484.8022766113,1419.4333496094,50.0499992371,47.2447128296,7.8499999046,16.1000003815,182.6773986816,36.0461196899,87.4163818359,1545.3845214844,10141.5009765625,220.6499938965,971.9649047852,10,39.5999984741,4.9000000954,37.0999984741,63.9009132385,65.1820602417
122.8000030518,42.6048240662,25.5,45.8804550171,306.5918273926,80.9000015259,689.3548583984,362.4973449707,321.5280456543,33.4199104309,6.75,114.8074417114,55.6911125183,510.5391235352,1388.3475341797,47.5999984741,48.6300506592,7.9499998093,15.75,173.5722808838,37.5193977356,87.5656433105,1512.5379638672,9935.3076171875,216,976.3306274414,10,38.5499992371,4.8499999046,36.4500007629,64.3955001831,63.2009963989
132.1000061035,43.4479904175,24.5,45.979019165,321.5559997559,83.1999969482,712.5042724609,381.2055969238,319.6332702637,33.5944252014,6.4499998093,116.0351409912,56.1108932495,524.8317871094,1425.3117675781,50.25,47.3402519226,7.9000000954,15.3000001907,164.8984527588,36.0461196899,89.7547836304,1554.5196533203,10179.640625,215.25,966.5692138672,10.1000003815,38.25,4.9000000954,36.5499992371,64.7911758423,61.5098342896
128.8500061035,42.8032150269,24.1000003815,46.2747039795,318.9211120605,82.5,746.9049072266,394.4983215332,313.6574401855,33.1581382751,6.5,113.4745025635,54.7116241455,552.5177001953,1348.0954589844,49.25,47.6268692017,7.9000000954,14.75,171.8950195313,35.7514648438,88.9089813232,1542.0399169922,10002.1396484375,213.8999938965,983.8355102539,9.8999996185,37.8499984741,4.8000001907,36.9500007629,64.0987548828,60.5434570313
119.3499984741,42.3072357178,23.7999992371,45.8311767578,311.6627502441,81.0500030518,737.1472167969,380.762512207,293.2036437988,32.9399909973,6.75,111.5452651978,56.6239585876,531.3785400391,1363.3394775391,46.7000007629,49.5376815796,7.6500000954,14.8999996185,170.1219177246,35.3585891724,87.0183563232,1564.2038574219,9845.482421875,213.1000061035,959.5547485352,9.9499998093,38.3499984741,4.9000000954,35.9500007629,65.4835968018,57.6926460266
117.0999984741,42.753616333,23.8500003815,45.6833305359,331.896697998,86.0999984741,751.8832397461,384.1102905273,292.2805175781,32.6782150269,6.8000001907,111.4049530029,55.9709663391,517.8353881836,1372.4061279297,48.2000007629,51.2574081421,7.5500001907,15.1499996185,178.6040496826,36.1443367004,86.5208206177,1566.8994140625,9939.755859375,223.8500061035,955.0419921875,9.6499996185,38.9000015259,4.8499999046,36.2000007629,62.8622779846,58.1275177002
116.75,41.1168785095,23.9500007629,46.1268615723,336.2218933105,86.1999969482,761.8399658203,387.0150146484,291.3574523926,32.3291816711,6.8000001907,114.5618972778,54.6183319092,510.0393676758,1351.0346679688,46.9500007629,50.5886230469,7.3499999046,14.9499998093,187.5174713135,35.7514648438,86.4213180542,1590.810546875,9813.890625,224.6000061035,914.0345458984,9.3999996185,37,4.6500000954,35.75,61.9720191956,58.5140686035
121.5,42.8032150269,25.1000003815,48.0488128662,342.9334106445,87.1999969482,808.7362060547,406.7079162598,296.4587402344,33.6816825867,6.8499999046,116.9120635986,54.2451972961,519.7344360352,1380.2772216797,51.2999992371,53.0726737976,7.6999998093,15.3000001907,196.8622131348,36.2916679382,87.5656433105,1696.2889404297,9856.6796875,229.6999969482,914.2798461914,9.8500003815,37.7000007629,4.75,37.5,64.5933456421,63.4908943176
124.25,45.0351333618,24.8500003815,46.8660736084,340.3979797363,83.8000030518,790.8638305664,394.3014221191,295.2441711426,33.3326530457,6.8499999046,112.8080444336,65.0662536621,511.0388793945,1355.9664306641,49.5499992371,55.7000350952,7.9000000954,15.3500003815,204.4817504883,37.3720664978,89.5060195923,1686.9041748047,9954.453125,230.8999938965,883.7694091797,10.25,36.7999992371,4.5999999046,35.9500007629,62.5655250549,61.5098342896
120.9000015259,43.3983917236,24.7000007629,46.6689491272,334.18359375,84.3499984741,819.9873046875,375.4454040527,295.9729309082,32.5473251343,6.75,112.1064987183,60.9617080688,517.3856811523,1368.2215576172,47.9000015259,57.3719902039,7.8499999046,15.5500001907,200.7917785645,37.1265220642,88.7099685669,1663.5921630859,9947.603515625,221.8999938965,892.0101928711,10.1000003815,37.5499992371,4.75,35.9000015259,63.9009132385,65.4719772339
109.4000015259,39.2817420959,23.6000003815,44.5005950928,304.0563659668,80.6500015259,806.9937133789,371.4083862305,288.2480773926,30.7585353851,6.4499998093,108.3883285522,70.6166915894,500.744140625,1337.7335205078,47.5499992371,56.4165840149,7.5,15,191.4470672607,36.6354255676,86.1228027344,1547.3812255859,9286.986328125,217.3500061035,865.7673950195,10.1999998093,36.2000007629,4.5500001907,34.4000015259,60.7355461121,62.3312530518
109.8499984741,37.9425964355,22.8999996185,44.0570678711,301.6203308105,81.8000030518,831.985168457,377.0208435059,295.3413391113,30.2349853516,6.4000000954,110.8787994385,66.9319534302,503.1429138184,1357.5108642578,46.0499992371,56.3210449219,7.1500000954,14.9499998093,193.4597625732,36.3898849487,85.8740386963,1504.3513183594,8941.732421875,215,888.6746826172,10.1000003815,35.1500015259,4.5999999046,34.1500015259,60.9333763123,60.2052230835
112.4499969482,38.7857627869,23,44.3527526855,307.2380981445,83.4499969482,863.5977783203,398.8307495117,296.1186828613,30.104095459,6.3000001907,111.1594161987,68.0047225952,505.341796875,1365.0830078125,45.25,57.32421875,7,14.8000001907,188.9072265625,34.8675003052,86.6203384399,1519.02734375,9475.634765625,219.5,896.4739379883,10,35,4.6500000954,33.5,62.5160636902,61.074962616
