STATE BANK OF INDIA,Hindustan Aeronautics Ltd,PANACEA BIOTEC LTD.,HINDUSTAN COPPER LTD.,HAVELLS INDIA LTD.,ITC LTD.,BAYER CROPSCIENCE LTD.,BHARAT ELECTRONICS LTD.,BHARAT HEAVY ELECTRICALS LTD.,GREAT EASTERN SHIPPING CO.LTD.,Tata Consumer Products Ltd,MARUTI SUZUKI INDIA LTD.,COAL INDIA LTD.,MRF LTD.,ENGINEERS INDIA LTD.,INFOSYS LTD.,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Quick Heal Technologies Ltd,STEEL AUTHORITY OF INDIA LTD.,BAJAJ ELECTRICALS LTD.-$,Zee Media Corporation Limited,ATUL AUTO LTD.-$,HINDUSTAN MOTORS LTD.,RUCHI SOYA INDUSTRIES LTD.,BANCO PRODUCTS (INDIA) LTD.-$,JAY SHREE TEA & INDUSTRIES LTD.,IFB AGRO INDUSTRIES LTD.,HINDUJA GLOBAL SOLUTIONS LTD.,ANDHRA CEMENTS LTD.,TILAKNAGAR INDUSTRIES LTD.-$
274.75,846.4,239.35,61.15,915.8,209.0,5433.95,120.0,35.9,263.4,589.65,7649.7,135.5,75712.4,78.3,1255.85,3209.45,172.4,74.1,610.35,5.85,184.35,7.6,674.75,147.45,70.5,478.9,1128.9,6.03,30.0
279.35,856.6,238.5,62.05,910.0,213.85,5437.45,126.4,38.7,270.7,601.35,7691.6,135.3,76038.35,78.9,1260.4,3241.3,172.8,74.55,610.45,6.07,183.9,7.64,672.85,146.35,70.75,479.85,1165.65,6.33,28.9
281.05,887.05,239.0,62.35,920.0,213.4,5565.65,131.5,40.65,279.2,603.85,7699.5,137.25,78416.2,79.2,1288.55,3371.5,172.45,79.3,611.9,5.98,185.55,7.54,668.5,146.65,71.8,475.4,1164.0,6.48,29.55
281.75,921.15,235.05,61.75,935.9,211.5,5510.4,131.45,40.1,281.4,609.55,7651.3,135.2,79027.25,77.9,1293.5,3448.15,171.8,77.95,621.35,5.89,184.75,7.44,681.25,142.0,72.5,468.75,1144.0,6.35,29.15
284.9,943.7,231.25,62.0,946.0,205.45,5694.85,133.1,39.4,278.65,604.8,7633.35,135.1,78783.4,77.5,1281.6,3365.6,171.3,76.25,632.55,5.77,185.95,7.82,675.7,142.75,71.4,459.25,1172.25,6.15,28.55
287.75,931.0,239.75,66.7,971.65,202.75,5721.55,131.7,39.3,278.0,601.1,7566.75,136.5,77364.9,78.8,1261.95,3325.95,171.25,78.0,636.4,5.8,185.85,9.04,670.4,142.5,74.55,457.95,1160.6,6.45,30.7
286.0,912.3,233.4,67.55,1007.8,201.55,5794.75,132.05,39.35,278.0,609.55,8015.95,139.65,80656.6,80.1,1311.8,3343.8,172.05,77.05,667.25,5.74,184.75,9.46,665.9,142.6,72.45,484.2,1171.05,6.58,29.6
282.35,907.95,227.85,64.25,1013.5,202.45,5750.05,134.6,39.0,280.45,628.95,8236.05,141.7,82508.15,79.2,1376.1,3352.1,169.0,74.75,704.8,5.5,187.35,8.99,667.7,139.8,71.25,468.2,1164.0,6.29,29.0
292.65,901.35,225.05,64.75,1019.5,206.4,5650.95,134.45,39.4,280.85,624.15,8183.8,146.65,85742.25,79.15,1371.85,3461.95,168.55,75.9,712.85,5.56,193.05,8.55,659.35,140.15,71.15,472.8,1159.75,6.28,29.05
306.7,920.9,221.3,65.7,1012.4,211.25,5719.45,133.85,40.75,279.6,619.75,8137.4,145.75,85631.3,79.8,1387.7,3476.55,168.0,74.7,819.0,5.6,188.9,8.13,651.55,139.2,70.65,466.15,1197.5,6.16,28.65
307.2,1009.0,222.75,65.45,1003.15,214.1,5694.7,139.2,40.2,279.35,613.8,8147.75,146.6,88789.0,79.8,1370.6,3440.65,172.95,67.25,761.35,5.61,190.65,7.8,650.2,140.95,70.2,467.45,1219.1,6.21,28.3
303.8,965.7,221.4,63.7,981.45,217.9,5659.9,133.4,39.4,276.05,602.45,8021.2,143.25,87563.1,77.8,1345.1,3380.1,169.05,70.2,741.65,5.57,186.3,7.89,644.15,138.55,69.35,463.2,1163.75,6.11,28.5
294.1,962.15,209.6,59.95,985.65,219.55,5672.55,133.6,38.05,269.05,584.15,7814.4,138.45,85829.65,76.7,1311.65,3294.55,163.35,66.0,713.95,5.37,183.55,7.5,626.0,136.0,66.8,431.5,1149.25,5.99,28.0
298.6,969.85,212.65,62.9,1020.0,218.9,5753.55,137.0,39.75,270.05,582.8,7924.6,140.1,87293.4,78.45,1317.05,3364.05,167.2,66.25,752.15,5.4,185.1,7.13,632.8,138.0,69.15,434.75,1183.6,6.09,28.25
302.55,969.8,210.5,61.7,1019.85,217.6,5733.05,135.5,40.5,270.8,596.8,8142.55,141.45,92923.0,77.55,1339.45,3344.45,170.7,66.75,737.7,5.37,184.9,6.78,627.95,137.4,69.5,435.05,1160.25,6.05,28.0
294.95,969.2,206.7,60.05,1132.2,213.65,5670.0,133.75,38.75,266.35,595.35,8073.0,137.5,91689.35,75.85,1339.25,3348.3,165.55,64.95,773.4,5.38,183.05,6.45,622.35,144.85,68.25,432.9,1135.75,5.95,27.7
283.75,947.8,198.0,57.25,1122.1,210.65,5634.7,132.3,37.65,258.25,584.45,8045.1,133.25,92312.45,73.7,1340.45,3314.15,166.65,58.2,760.9,5.23,183.5,6.13,616.05,141.65,67.15,421.65,1086.1,5.72,27.9
280.9,944.95,197.4,54.75,1122.9,207.9,5577.15,130.7,36.25,257.6,573.5,7982.95,131.75,89622.05,73.75,1322.6,3322.15,162.85,58.25,741.65,5.38,181.1,5.83,603.15,136.7,67.85,416.9,1085.9,5.6,26.0
275.6,916.25,196.45,58.6,1116.0,210.7,5531.05,132.3,35.7,253.65,572.9,7866.05,129.15,88493.95,73.9,1301.75,3257.2,163.25,57.25,728.15,5.25,178.6,6.12,586.95,137.45,66.95,469.55,1098.3,5.41,27.5
282.4,922.2,196.1,56.4,1182.9,206.5,5393.1,131.25,36.6,251.65,564.75,7586.25,128.3,87547.35,74.85,1276.3,3271.55,160.55,57.1,721.3,5.26,176.75,5.85,592.55,136.65,68.8,483.6,1100.2,5.22,27.65
282.05,927.4,193.3,59.95,1044.45,203.25,5380.3,130.3,36.05,260.75,560.25,7207.95,126.05,84293.55,72.8,1239.65,3218.45,158.2,57.6,722.5,5.39,177.6,6.14,602.3,136.25,66.4,467.8,1101.7,5.36,28.2
311.1,908.8,192.85,64.2,1061.2,215.95,5381.3,133.55,38.2,267.4,584.45,7399.95,129.1,88200.8,72.85,1261.45,3254.95,162.65,63.6,739.2,5.4,180.55,6.44,606.15,142.2,67.7,448.25,1100.9,5.62,28.25
333.2,933.35,191.25,64.3,1128.9,218.2,5215.4,133.5,38.9,262.8,575.55,7655.6,131.2,90790.0,73.85,1270.8,3286.15,165.25,61.0,733.6,5.28,183.1,6.55,636.45,141.85,67.9,451.65,1196.9,5.9,27.8
335.85,964.8,217.05,62.9,1112.2,216.75,5197.5,139.05,39.7,258.75,579.7,7587.55,137.25,90030.2,73.8,1286.1,3304.5,167.85,63.55,737.1,5.39,185.3,6.4,668.25,150.8,67.95,464.75,1160.65,5.99,28.25
355.1,976.15,220.8,69.15,1134.7,230.0,5407.85,140.9,42.2,261.75,588.0,7639.9,143.55,92242.7,74.6,1279.7,3303.25,158.0,64.45,767.9,5.38,182.8,6.26,701.65,154.5,67.95,458.3,1228.8,5.89,28.3
393.05,1013.0,211.2,70.95,1110.05,234.25,5494.2,140.15,43.55,261.25,592.65,7494.5,140.9,90698.7,74.45,1272.3,3292.0,155.6,64.95,921.45,5.12,180.8,5.95,695.45,157.4,66.25,449.95,1237.5,5.77,27.55
396.85,1033.7,206.05,76.55,1126.45,233.1,5529.8,140.75,39.8,255.95,597.05,7574.2,141.5,90810.1,77.6,1304.35,3242.1,155.15,67.65,1022.75,5.37,186.0,6.24,688.8,161.65,68.4,447.7,1265.55,5.63,27.1
394.7,1014.85,207.65,74.55,1138.95,229.0,5534.4,137.9,38.8,257.65,598.8,7626.9,139.3,93751.25,77.0,1305.0,3228.05,155.7,66.65,1049.85,5.42,185.1,6.55,704.75,170.45,68.7,443.5,1167.45,5.46,27.7
392.05,1007.5,211.05,73.9,1139.15,227.65,5504.2,140.0,38.25,257.6,600.65,7623.8,138.3,97008.0,76.1,1296.1,3199.15,153.2,66.65,1021.55,5.31,187.0,6.79,711.85,170.8,67.95,436.55,1175.95,5.36,26.85
390.15,994.15,214.55,74.1,1155.1,226.45,5536.95,135.35,38.75,255.6,610.4,7667.5,137.0,90076.8,75.35,1292.0,3218.85,154.45,66.9,1055.7,5.29,186.15,6.9,705.45,157.6,70.15,435.25,1166.2,5.62,27.05
393.2,1025.85,217.5,72.7,1141.55,217.45,5186.4,136.25,38.8,257.05,607.5,7567.9,133.85,91213.15,74.85,1309.6,3194.95,156.55,64.8,1069.25,5.55,181.4,6.71,698.9,157.1,72.3,440.1,1151.15,5.9,27.5
407.05,1035.4,206.2,75.3,1172.65,218.65,5131.85,136.05,38.95,257.25,623.3,7596.25,132.3,90443.0,74.0,1309.7,3170.1,154.3,62.65,1069.75,5.62,179.55,6.8,687.2,157.75,68.4,440.05,1141.15,5.76,27.4
402.3,1017.05,208.45,76.4,1216.15,218.25,5244.45,133.1,39.85,257.75,628.3,7691.85,133.75,89506.4,71.4,1290.1,3135.5,153.15,64.75,1053.9,5.61,179.6,7.14,670.55,153.3,66.4,437.75,1139.4,5.71,27.95
411.9,1039.85,206.0,78.55,1194.45,217.65,5148.25,139.1,40.1,267.2,632.15,7503.05,135.25,88811.55,71.15,1282.0,3087.0,156.35,64.6,1017.05,5.64,183.3,7.49,663.5,152.5,66.55,435.5,1142.0,5.59,27.8
415.0,1053.15,204.05,88.3,1165.45,218.9,5198.95,141.55,43.05,273.9,623.5,7495.9,139.95,88908.35,74.6,1292.35,3069.4,154.2,66.95,1002.7,5.77,183.95,7.86,659.9,153.5,66.7,438.25,1194.05,5.63,30.0
399.35,1060.8,199.15,85.9,1138.5,215.95,5194.55,135.2,40.4,267.05,617.2,7328.95,139.3,88100.45,73.65,1291.35,3050.65,154.9,65.25,1002.0,5.91,183.45,7.83,692.85,152.05,66.75,432.65,1201.75,5.52,29.75
389.55,1054.6,198.3,98.35,1128.0,207.1,5107.05,130.35,39.7,269.55,616.7,7087.15,136.15,86995.05,72.2,1264.7,2975.55,150.9,67.05,923.95,6.09,179.55,7.45,727.45,149.5,66.85,432.0,1193.15,5.47,28.6
395.65,1030.0,200.95,116.4,1124.95,208.5,5059.1,134.15,40.75,280.5,627.15,6969.45,136.9,87516.9,72.15,1266.25,3011.1,152.9,70.55,966.65,6.32,181.2,7.1,763.8,149.85,67.7,431.95,1167.9,5.63,28.55
406.15,1059.55,202.9,128.0,1145.2,208.8,5097.55,136.35,42.95,283.35,627.75,6941.2,144.45,87714.35,73.0,1274.1,3042.0,152.7,71.6,964.9,6.17,182.45,6.96,745.9,149.95,67.8,442.7,1169.9,5.6,28.5
407.25,1095.9,201.45,140.8,1175.35,209.15,5144.15,141.65,47.2,308.55,628.55,6927.1,156.35,87673.15,75.4,1274.75,3018.1,155.85,73.2,993.25,6.02,184.4,7.3,753.45,152.5,68.6,422.75,1174.9,5.57,28.55
390.2,1087.4,197.75,149.8,1107.2,204.05,5143.3,137.2,47.65,312.05,608.65,6872.65,152.15,84470.3,80.1,1252.35,3045.45,152.6,76.5,957.7,5.94,190.65,7.66,734.15,154.35,68.4,420.15,1142.75,5.6,27.9
395.0,1085.0,195.5,157.25,1112.2,206.9,5078.15,145.9,48.8,307.5,623.35,7017.0,154.3,89077.7,86.25,1268.7,3154.55,152.8,78.4,989.15,6.23,206.6,7.53,733.1,154.2,71.55,424.0,1147.6,5.61,28.3
393.95,1106.55,201.65,150.5,1144.3,209.8,5077.75,151.45,51.75,334.55,631.4,7215.25,153.4,89729.5,87.05,1304.05,3193.65,156.85,78.85,999.0,6.54,206.65,7.49,724.8,156.8,74.1,426.05,1153.25,5.53,28.0
405.05,1112.8,200.05,143.0,1164.55,209.9,5154.7,152.95,51.0,326.75,636.85,7124.3,154.85,89077.45,88.9,1343.6,3227.6,156.4,78.45,1034.15,6.84,204.5,7.36,745.2,155.35,73.75,433.35,1146.05,5.64,28.2
395.8,1097.9,201.95,135.85,1171.85,209.7,5186.95,152.8,54.25,322.6,630.85,7133.45,152.1,89750.2,86.15,1330.3,3246.3,172.25,76.45,1059.4,7.18,205.05,7.56,736.9,154.7,75.0,428.55,1175.05,5.83,29.5
383.8,1054.55,196.45,142.2,1116.95,208.75,5139.95,146.9,52.5,307.6,622.5,7247.8,151.0,88625.3,83.9,1316.0,3204.45,179.45,72.15,1033.45,6.86,197.9,7.3,720.9,152.55,74.65,425.95,1175.15,5.75,28.0
389.55,1064.9,195.35,140.65,1115.4,208.05,5168.7,145.1,54.4,311.2,615.65,7260.0,153.2,87604.7,84.85,1336.3,3219.2,185.35,74.4,1009.05,6.9,203.25,7.31,729.1,153.1,75.85,424.7,1209.75,5.71,30.75
387.5,1064.55,194.4,137.7,1100.1,207.75,5157.8,139.95,54.85,311.6,612.2,7301.4,151.75,89042.25,82.95,1345.7,3221.9,183.1,71.25,1009.35,6.73,199.95,7.16,725.75,153.55,76.2,427.85,1200.3,5.59,30.35
387.5,1069.4,193.55,134.95,1120.55,206.45,5147.2,139.75,54.85,315.15,620.85,7274.55,150.95,88692.95,83.05,1368.1,3199.55,204.1,73.0,1014.3,6.89,195.95,7.19,720.0,153.4,74.25,430.25,1198.4,5.54,29.8
381.2,1060.6,191.3,133.5,1103.7,205.25,5187.6,140.0,53.45,319.0,615.15,7099.85,150.55,88830.3,82.75,1374.6,3191.8,199.35,73.0,1023.05,6.84,193.4,7.13,715.1,151.65,74.7,419.5,1179.4,5.81,30.4
383.7,1016.2,184.8,134.35,1099.95,205.45,5113.85,137.15,55.25,324.2,607.7,7087.05,146.85,87572.05,82.15,1373.1,3147.3,194.7,76.65,1000.85,7.18,190.65,6.89,705.5,160.4,74.35,414.15,1174.35,6.1,29.85
378.45,1071.5,186.2,131.85,1088.35,208.05,5084.4,137.75,53.9,333.8,611.0,7155.1,145.6,86828.85,80.8,1384.25,3258.65,194.8,75.05,990.3,7.0,191.35,6.78,702.1,158.2,74.1,414.25,1205.9,6.4,30.0
368.05,1044.4,185.65,125.3,1061.15,210.55,5143.2,133.9,50.1,318.7,602.7,7063.15,139.9,85541.6,77.6,1387.2,3212.65,190.8,72.25,949.75,6.65,184.4,7.02,690.85,156.45,72.6,405.65,1189.6,6.08,28.55
366.6,1031.0,177.55,119.85,1023.95,217.4,5064.4,129.85,52.1,316.15,595.3,7114.15,137.05,83187.35,76.25,1336.25,3124.4,183.7,70.75,937.4,6.37,183.5,6.76,675.1,145.65,68.75,388.0,1202.05,5.78,28.35
371.1,1031.7,187.65,125.8,1044.2,223.1,5096.25,127.95,52.0,301.25,600.55,7111.95,136.55,84550.25,73.9,1345.35,3207.4,187.3,73.4,922.6,6.46,183.4,6.85,663.95,143.3,70.55,381.6,1208.75,5.84,28.7
367.05,1038.25,189.85,124.25,1034.5,226.0,5094.9,127.95,52.2,305.2,619.65,7103.2,135.65,83770.55,75.25,1370.5,3218.7,187.7,73.35,933.15,6.36,183.6,6.69,675.7,146.8,69.45,388.8,1370.0,5.9,28.6
372.5,1020.7,188.1,130.05,1041.65,222.15,5090.2,126.65,51.75,319.3,633.95,7185.25,135.25,84618.85,76.95,1371.2,3204.6,186.95,72.25,953.8,6.45,188.2,6.68,675.85,146.25,68.75,392.95,1462.65,5.73,30.1
359.9,1002.35,182.2,123.8,1029.7,216.05,5056.3,122.2,49.8,310.05,629.7,7067.3,132.25,82262.45,75.7,1353.8,3189.1,184.6,70.3,942.15,6.22,182.45,6.71,666.55,143.15,68.0,384.4,1463.75,5.65,32.25
355.15,983.4,177.25,122.35,1026.85,211.25,4977.6,119.0,48.2,315.1,615.2,6786.15,128.05,81713.45,74.15,1333.75,3145.8,184.9,72.2,930.3,6.03,179.25,6.41,652.8,140.15,67.05,372.7,1478.8,5.5,30.9
357.1,987.0,180.2,123.05,1050.3,210.9,4996.25,122.45,48.7,306.7,627.75,6785.25,129.55,82031.75,73.7,1336.3,3130.5,185.8,76.7,950.15,6.07,180.6,6.31,647.15,142.6,66.5,397.25,1461.6,5.48,29.85
361.1,1000.0,179.6,121.55,1048.95,214.6,5173.3,125.5,48.95,315.6,629.5,6852.6,132.4,83219.0,76.85,1385.55,3438.25,187.15,79.15,992.4,6.3,178.5,6.3,642.55,141.3,67.25,387.9,1743.25,5.41,29.9
364.35,994.85,177.4,119.5,1049.9,218.5,5305.5,125.1,48.75,312.35,638.5,6859.75,130.4,82218.7,77.05,1367.75,3199.0,186.6,78.85,977.4,6.38,179.0,6.42,641.35,140.6,66.2,403.5,1720.25,5.4,29.45
370.55,1034.25,190.3,125.45,1058.7,220.05,5304.75,126.1,50.95,316.05,650.3,6922.6,132.25,83172.2,78.3,1385.3,3206.1,189.1,83.8,990.45,6.49,180.6,6.74,673.4,147.75,68.2,402.65,1795.35,5.61,30.85
353.65,999.85,184.05,131.7,1028.6,212.6,5250.15,131.4,48.95,302.05,644.6,6768.35,129.8,81536.45,75.8,1410.15,3199.1,186.95,89.65,981.1,6.36,178.25,6.8,707.05,143.6,66.05,405.05,1769.25,5.49,35.45
350.55,1000.05,220.85,138.25,1052.1,212.6,5244.4,130.7,49.35,299.55,674.15,6751.95,130.35,82230.65,76.0,1411.15,3292.45,192.9,91.05,1007.6,6.43,178.85,6.59,711.2,141.45,68.95,401.75,1792.1,5.48,36.25
358.45,1005.35,227.05,145.15,1058.1,213.8,5197.25,131.35,50.0,301.0,665.15,6864.9,131.25,83701.0,76.35,1430.25,3319.75,199.7,89.8,1019.8,6.4,178.0,6.64,700.35,141.75,70.4,399.4,1811.75,5.49,38.05
355.6,1010.65,233.95,142.75,1059.8,213.15,5312.35,129.95,51.6,308.2,670.0,6826.55,131.65,83107.75,76.35,1439.8,3497.2,194.35,95.65,1039.3,6.45,179.95,6.7,702.95,143.25,70.8,411.25,1810.75,5.79,37.9
353.05,1001.2,233.45,143.65,1061.7,213.05,5224.5,129.85,51.5,306.35,679.3,6830.05,129.55,81884.1,75.9,1440.75,3513.05,193.45,94.2,1063.1,6.33,177.0,6.76,698.3,146.2,70.55,423.3,1841.7,6.2,36.9
328.8,954.4,258.65,131.3,994.0,205.35,5107.45,121.9,45.05,284.05,656.4,6518.65,124.65,79354.6,71.45,1425.8,3339.3,183.85,84.75,1046.35,6.01,169.45,6.46,657.15,142.4,66.6,399.35,1701.25,5.58,34.15
340.95,970.65,268.15,139.3,1023.75,208.7,5129.75,125.6,46.55,287.7,663.35,6818.45,127.7,82698.3,71.85,1398.6,3298.1,186.6,90.7,1058.45,6.14,170.4,6.69,661.2,145.3,67.35,408.0,1715.8,5.71,35.0
342.4,965.9,251.95,137.1,1012.5,206.7,5138.75,128.7,46.05,294.0,659.3,6652.0,128.65,81080.5,72.3,1361.5,3292.45,190.2,92.8,1061.65,6.05,169.0,6.71,663.05,146.25,68.75,422.6,1681.2,5.47,33.9
339.9,966.2,257.1,149.3,1010.6,207.95,5142.35,128.0,46.15,298.8,671.1,6649.65,127.8,81326.5,73.2,1352.55,3367.6,192.65,91.4,1138.05,6.07,170.65,6.65,659.85,145.55,68.2,413.75,1676.3,5.5,33.25
331.25,940.1,267.55,139.9,1000.2,205.6,5090.8,123.35,44.05,293.25,663.7,6517.4,124.65,79291.15,70.8,1362.6,3380.9,188.8,89.2,1120.9,5.91,167.0,6.33,643.5,142.3,66.95,394.8,1653.05,5.42,32.5
329.6,968.6,294.3,140.3,1002.5,203.55,5148.65,124.25,44.2,287.9,679.4,6644.8,124.5,79362.85,70.85,1350.7,3298.4,190.55,88.9,1116.1,5.95,167.8,6.64,634.15,141.3,67.0,395.15,1642.05,5.5,32.35
336.6,960.55,323.7,136.7,1004.95,205.85,5111.0,126.05,44.7,289.05,665.55,6650.4,125.05,78332.15,70.8,1351.05,3281.35,192.95,94.0,1135.6,6.05,166.45,6.42,642.35,140.15,69.65,392.0,1604.35,5.39,33.4
336.45,956.6,351.85,138.25,1005.75,205.35,5127.8,126.95,45.35,294.7,664.45,6674.9,126.2,78254.55,70.95,1333.85,3263.95,193.55,93.05,1138.0,6.3,167.05,6.74,706.55,142.2,69.15,396.0,1621.05,5.4,32.65
344.35,954.5,369.4,138.6,1000.5,205.3,5335.05,129.3,46.1,307.65,669.8,6640.6,126.95,77868.4,71.5,1343.65,3307.2,193.65,100.5,1102.5,6.38,166.8,7.07,693.85,151.95,71.7,397.5,1615.75,5.33,39.1
352.9,949.9,387.85,152.45,1027.4,205.65,5438.05,129.2,48.3,308.05,674.8,6558.2,127.55,78036.6,73.2,1348.2,3401.2,193.45,100.15,1110.75,6.38,169.05,7.05,695.9,150.6,72.9,398.95,1672.55,5.39,35.85
363.3,964.9,368.5,157.95,1018.2,205.55,5379.65,128.75,48.15,304.6,677.3,6571.1,128.5,78093.3,73.6,1355.85,3571.15,195.65,103.5,1150.35,6.38,174.65,6.99,702.85,150.2,78.0,409.65,1751.7,5.34,36.35
359.25,948.5,350.1,158.15,1011.35,204.35,5280.3,129.85,47.2,305.45,671.55,6567.9,128.0,77712.6,72.85,1355.55,3469.95,195.55,112.4,1148.85,6.31,172.7,6.9,699.15,153.0,75.9,411.15,1746.15,5.36,35.65
353.45,956.3,332.6,154.85,990.85,202.7,5331.0,131.8,48.3,314.85,671.8,6459.8,133.15,80721.45,72.85,1353.9,3483.45,185.15,119.45,1148.35,6.47,183.2,6.75,681.55,155.65,80.5,418.0,1717.5,5.35,36.6
350.45,952.55,333.6,154.65,1003.45,200.95,5282.35,130.2,53.4,329.7,677.1,6598.3,132.2,79871.7,72.7,1351.8,3479.35,184.4,127.75,1189.1,6.28,176.0,6.81,690.4,155.15,85.95,423.55,1712.0,5.34,41.5
351.6,953.7,335.1,151.8,984.75,199.55,5384.2,132.8,52.45,344.5,644.95,6508.1,132.8,78648.1,73.9,1329.55,3474.8,182.0,127.95,1147.8,6.53,175.15,6.62,678.85,153.8,89.25,417.6,1688.3,5.38,43.05
355.35,968.6,320.2,151.3,997.95,201.55,5340.4,137.9,56.6,402.4,649.4,6591.9,133.0,78241.6,74.15,1341.6,3543.55,182.7,130.2,1150.8,6.81,173.5,6.68,682.3,154.8,90.6,419.9,1681.35,5.37,42.45
355.5,957.85,336.2,156.4,1006.55,202.75,5338.4,142.4,58.0,388.2,653.4,6665.9,134.6,77920.95,73.5,1361.15,3490.9,186.05,133.65,1117.25,7.49,172.85,6.64,676.3,154.4,87.1,419.2,1675.15,5.42,41.2
358.2,959.95,353.0,172.0,1000.95,205.35,5314.65,137.9,57.85,381.45,629.0,6702.9,136.8,77465.05,74.9,1352.4,3566.45,183.7,144.25,1115.4,8.23,172.0,6.79,674.55,152.05,91.7,412.2,1663.85,5.73,41.0
361.8,968.6,370.65,189.2,1005.15,205.55,5393.3,144.8,65.7,393.0,633.1,6757.35,147.15,78400.25,78.25,1339.5,3655.3,184.1,146.25,1138.95,8.11,173.85,6.71,737.75,152.4,98.7,416.1,1680.6,5.92,42.55
364.45,1000.6,359.75,185.65,1029.6,204.05,5468.75,148.65,73.35,391.25,641.85,6738.95,155.55,78629.4,81.9,1330.7,3767.8,186.25,140.5,1176.25,8.17,174.3,6.72,759.7,152.05,102.0,433.45,1661.15,6.48,42.85
367.85,1007.85,375.2,175.75,1008.05,203.3,5485.8,146.7,71.35,378.1,639.7,6820.4,153.5,77333.8,78.8,1326.95,3695.3,184.35,132.2,1155.55,8.57,175.0,6.92,738.75,150.55,97.05,484.2,1668.5,6.21,43.2
360.5,983.2,380.5,171.05,996.15,212.35,5413.75,143.35,68.0,398.3,645.05,6738.15,146.65,76161.8,78.55,1316.8,3694.45,189.55,127.2,1116.55,8.57,173.3,7.26,742.0,147.75,92.95,465.95,1662.0,6.09,41.75
383.4,1001.95,384.9,170.15,1031.35,212.55,5390.3,148.1,71.2,409.45,653.7,6723.5,148.25,78198.95,82.0,1329.15,3523.9,227.45,130.55,1119.6,8.99,176.75,7.62,776.7,148.95,99.55,453.6,1668.9,6.35,41.35
382.35,1007.95,373.4,178.8,1071.65,210.05,5263.0,154.6,71.75,400.2,652.9,6810.75,146.45,79241.15,80.95,1339.95,3539.55,218.25,131.9,1144.9,9.43,187.25,8.0,811.75,150.85,99.35,460.65,1665.5,6.36,41.3
384.25,1013.9,374.2,174.9,1073.65,207.75,5343.0,155.05,73.7,402.55,654.4,6775.6,151.9,79645.65,83.2,1336.55,3539.75,222.7,128.55,1140.8,9.9,189.3,8.27,844.6,149.55,100.45,453.9,1732.5,6.42,43.4
384.55,1012.6,380.25,171.0,1072.65,207.0,5390.05,156.8,72.5,399.55,644.55,6737.55,146.7,81434.25,80.95,1339.45,3621.15,220.45,121.5,1143.45,10.32,190.0,8.22,929.05,148.75,98.3,455.55,1728.6,6.36,42.2
401.1,1025.75,372.15,168.95,1027.85,209.05,5406.2,157.55,72.2,403.35,649.25,6811.65,147.2,82192.7,80.9,1354.7,3655.3,226.95,122.05,1132.95,9.81,188.5,7.83,1021.95,165.25,101.8,483.2,1754.2,6.39,42.8
412.05,1014.5,386.8,170.7,1015.75,211.5,5309.1,156.8,72.45,409.45,639.75,6885.9,148.9,82582.5,81.75,1348.15,3711.8,236.2,124.75,1138.4,9.32,187.85,7.61,1073.0,170.35,99.65,500.3,1821.05,6.35,43.2
412.25,1026.75,406.1,169.2,994.7,210.85,5264.45,149.2,74.5,407.8,650.15,6909.75,147.5,82179.35,84.15,1361.9,3595.5,233.8,123.95,1128.4,9.78,185.25,7.53,1126.65,170.5,104.4,478.1,1818.9,6.65,42.45
413.55,1035.6,426.4,168.75,996.45,210.55,5305.7,149.85,72.5,411.5,641.7,7028.45,145.7,81630.85,85.15,1397.35,3509.7,231.55,118.75,1091.55,10.1,186.95,7.88,1073.55,165.75,101.6,471.9,1771.65,7.31,42.3
425.3,1034.2,439.2,171.45,1020.05,211.2,5287.65,148.0,73.3,410.9,649.05,6964.15,144.55,82831.4,86.45,1404.65,3483.45,229.5,122.3,1097.65,9.63,186.65,8.14,1019.9,165.05,100.6,476.95,1782.4,8.04,43.0
422.05,1029.0,428.45,173.9,1017.6,212.85,5275.9,144.8,71.85,414.7,654.8,6955.95,146.85,83349.0,84.3,1404.8,3523.2,223.9,120.95,1083.65,9.45,192.7,8.18,1070.85,156.15,98.1,471.7,1835.95,8.44,41.0
424.25,1020.15,409.85,170.15,1030.8,216.6,5299.3,145.35,71.05,411.2,663.7,7087.35,147.8,83632.45,84.95,1393.65,3475.6,227.45,126.55,1054.2,9.88,193.65,8.25,1087.6,158.0,97.8,471.2,1785.3,8.86,36.7
432.6,1031.0,414.8,162.5,1029.2,215.2,5250.2,146.9,71.1,424.55,665.55,7091.05,147.6,83207.1,83.15,1387.4,3510.8,222.45,121.2,1058.25,9.39,190.45,7.96,1051.5,159.85,95.75,479.65,1799.8,9.3,34.75
437.2,1036.5,415.3,162.65,1046.35,209.0,5302.3,150.35,72.2,429.65,673.3,7183.1,149.0,84391.6,85.2,1379.75,3526.0,228.0,121.85,1067.2,9.61,186.8,7.85,1083.35,161.3,96.1,485.15,1950.6,9.76,37.25
439.65,1048.7,401.05,161.85,1072.8,209.1,5297.35,151.2,72.3,431.15,679.85,7207.45,149.1,84459.3,84.95,1389.5,3536.15,227.7,122.35,1068.45,9.85,188.0,7.92,1137.5,162.3,97.7,493.55,2026.6,10.24,37.15
433.6,1063.25,391.95,159.05,1056.4,208.8,5303.25,152.7,73.9,423.8,686.7,7213.95,153.1,84929.5,84.25,1385.2,3512.15,230.05,122.95,1061.85,9.78,192.35,7.95,1194.35,164.6,98.25,504.1,2250.5,10.75,38.05
